id,slug,3do_parent,android_parent,atari_parent,commodore-amiga_parent,ios_parent,linux_parent,mac_parent,neo-geo_parent,nintendo_parent,pc_parent,playstation_parent,sega_parent,web_parent,xbox_parent,action,adventure,arcade,board-games,card,casual,educational,family,fighting,indie,massively-multiplayer,platformer,puzzle,racing,role-playing-games-rpg,shooter,simulation,sports,strategy,released_año,released_mes,released_dia,released_trimestre,released_cuatrimestre,released_semestre,released_lustro,released_decada,released_estacion,exito,target
324736,percy-penguin-in-the-present-palaver,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.0,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324738,there-is-a-monster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.0,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324739,breakout-itch-jyak42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.0,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324740,world-of-eternity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.0,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324742,my-zombie-friend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.0,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324743,point-da-sinuca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.0,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324744,encafetado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.0,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324745,windygo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.0,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324746,smooth-criminal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.0,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324747,2-minutes-to-midnight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.0,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324749,together-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.0,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324750,space-blast-cybersentient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.0,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324751,bucket-chicken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.0,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324752,sketched,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.0,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324754,heroes-of-the-brawl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.0,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324755,tranzendence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.0,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324756,eatgrass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.0,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324757,baikal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.0,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324758,charlie-the-bomb-guy,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.0,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324759,torches,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.0,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324760,isil-2d-ii-lost-in-the-space,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.0,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324761,space-warp-itch-minro,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.0,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324762,until-the-world-goes-cold,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.0,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324763,czar-decision,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.0,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324764,rc-midnight-maximum-speed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.0,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324766,flappy-burger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.0,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324767,sherry-balm-and-the-giant-cake,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.0,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324768,rain-of-pain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.0,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324769,project-void,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.0,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324770,royal-brew-spring-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.0,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324771,hidden-coffee-shop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.0,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324772,the-devils-womb-rpg-mv-horror-game,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.0,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324773,star-wey-cafe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.0,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324774,gyroman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.0,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324775,hot-feet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.0,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324776,isil-2d-ii-survive,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.0,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324777,libirdy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.0,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324778,shield-wielder-ver1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.0,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324779,unwrap-the-candy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.36363636363636365,0.9999999999999999,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324781,towers-of-hanoi-burlapthemonkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.36363636363636365,0.9999999999999999,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324782,mnstr-print-at-home,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.928571428571427,0.36363636363636365,0.9666666666666667,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324783,fastfood-cyberpunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.36363636363636365,0.9999999999999999,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324784,hunt-demo-vr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.36363636363636365,0.9999999999999999,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324785,isometric-squared-squares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.36363636363636365,0.9999999999999999,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324786,s-e-p-t-i-m-u-s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.36363636363636365,0.9999999999999999,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324787,lost-in-space-itch-rubend151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.36363636363636365,0.9666666666666667,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324789,hit-the-match,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.36363636363636365,0.9999999999999999,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324793,escape-your-dreams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.36363636363636365,0.9999999999999999,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324794,old-ruins-of-gardiar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.928571428571427,0.36363636363636365,0.9999999999999999,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324795,santa-the-figther-demo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.36363636363636365,0.9999999999999999,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324796,robot-the-impossible-mission,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.36363636363636365,0.9999999999999999,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324797,vinstar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.36363636363636365,0.9999999999999999,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324798,puzzle-demo-v02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.36363636363636365,0.9999999999999999,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324799,catboy-x-spring-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.36363636363636365,0.9999999999999999,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324801,eco-featherly-rated-m-for-mature-fall-2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.36363636363636365,0.9999999999999999,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324802,nefarious-god-demo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.928571428571427,0.36363636363636365,0.9999999999999999,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324803,tetris90x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.36363636363636365,0.9999999999999999,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324804,la-sala-de-espera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.36363636363636365,0.9999999999999999,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324805,omg-my-key,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.36363636363636365,0.9999999999999999,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324806,bullet-nebulae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.928571428571427,0.36363636363636365,0.9999999999999999,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324808,audiobraille,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.36363636363636365,0.9999999999999999,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324809,gederangers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.36363636363636365,0.9999999999999999,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324810,now-entering-quiet-haven-demo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.36363636363636365,0.9999999999999999,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324811,color-fill-line,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.36363636363636365,0.9999999999999999,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
324812,starboard-0001-building-demo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.36363636363636365,0.9999999999999999,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
