id,slug,3do_parent,android_parent,atari_parent,commodore-amiga_parent,ios_parent,linux_parent,mac_parent,neo-geo_parent,nintendo_parent,pc_parent,playstation_parent,sega_parent,web_parent,xbox_parent,action,adventure,arcade,board-games,card,casual,educational,family,fighting,indie,massively-multiplayer,platformer,puzzle,racing,role-playing-games-rpg,shooter,simulation,sports,strategy,released_año,released_mes,released_dia,released_trimestre,released_cuatrimestre,released_semestre,released_lustro,released_decada,released_estacion,exito,target
319283,sweet-fruit-ohki,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8857142857142861,0.9090909090909091,0.3333333333333333,1.0,1.0,1.0,0.928571428571427,0.8571428571428541,0.6666666666666667,3,3
319284,sniper-honor,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.928571428571427,0.36363636363636365,0.13333333333333333,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
319285,big-gunner-machines-attack,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8999999999999986,0.1818181818181818,0.6,0.0,0.0,0.0,0.928571428571427,0.8571428571428541,1.0,3,3
319286,3d-pool-bia-snooker,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8999999999999986,0.1818181818181818,0.5333333333333333,0.0,0.0,0.0,0.928571428571427,0.8571428571428541,1.0,3,3
319287,shooter-sky-war-supper-squadron-air,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8857142857142861,0.8181818181818182,0.8333333333333334,1.0,1.0,1.0,0.928571428571427,0.8571428571428541,0.6666666666666667,3,3
319288,blocksbuster,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.2727272727272727,0.3666666666666667,0.3333333333333333,0.0,0.0,0.928571428571427,0.8571428571428541,0.0,4,4
319289,crazy-car-obstacle-challenge,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.7333333333333333,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.3333333333333333,3,3
319290,fantasy-ball-shoot-home-pet-play,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8857142857142861,0.9999999999999999,0.0,1.0,1.0,1.0,0.928571428571427,0.8571428571428541,0.6666666666666667,3,3
319291,bubble-wrap-popping,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8999999999999986,0.0,0.8333333333333334,0.0,0.0,0.0,0.928571428571427,0.8571428571428541,1.0,3,3
319292,pet-sweet-balloon,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8857142857142861,0.9090909090909091,0.5333333333333333,1.0,1.0,1.0,0.928571428571427,0.8571428571428541,0.6666666666666667,3,3
319293,fidget-spinner-tapping,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8999999999999986,0.5454545454545454,0.3333333333333333,0.6666666666666667,0.5,1.0,0.928571428571427,0.8571428571428541,0.3333333333333333,3,3
319294,speed-street-sports-racing,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.26666666666666666,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
319295,spinning-ninja-zombie-fight,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999999999986,0.2727272727272727,0.7333333333333333,0.3333333333333333,0.0,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
319296,man-shoot-bow-3d,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8999999999999986,0.1818181818181818,0.23333333333333334,0.0,0.0,0.0,0.928571428571427,0.8571428571428541,1.0,3,3
319297,ninja-vs-zombies-jungle-fight,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999999999986,0.4545454545454545,0.8666666666666667,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.3333333333333333,3,3
319298,garden-blast-flower-2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8857142857142861,0.9090909090909091,0.4,1.0,1.0,1.0,0.928571428571427,0.8571428571428541,0.6666666666666667,3,3
319299,rise-of-empires-ice-and-fire,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9142857142857146,0.8181818181818182,0.6333333333333333,1.0,1.0,1.0,0.928571428571427,0.8571428571428541,0.6666666666666667,5,5
319300,classic-bowling-challenge,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8999999999999986,0.1818181818181818,0.4,0.0,0.0,0.0,0.928571428571427,0.8571428571428541,1.0,3,3
319301,armored-god,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.928571428571427,0.36363636363636365,0.2,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,4,4
319302,target-zombies-ex-fast,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.928571428571427,0.36363636363636365,0.4666666666666667,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
319303,farm-line-garden-mania-story2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8857142857142861,0.8181818181818182,0.06666666666666668,1.0,1.0,1.0,0.928571428571427,0.8571428571428541,0.6666666666666667,3,3
319305,amazing-jam-hugo-mania,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999999999986,0.09090909090909091,0.5,0.0,0.0,0.0,0.928571428571427,0.8571428571428541,1.0,3,3
319306,missions-pilot-police-helico,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.928571428571427,0.36363636363636365,0.9,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
319307,durango-wild-lands,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.928571428571427,0.36363636363636365,0.4666666666666667,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,5,5
319308,fps-silent-assassin-missions,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
319309,last-city-destroy-zombie,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.928571428571427,0.36363636363636365,0.4666666666666667,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
319310,idle-boxing,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.928571428571427,0.0,0.1,0.0,0.0,0.0,0.928571428571427,0.8571428571428541,1.0,3,3
319311,jiang-hu-qun-xia-chuan-ol,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.928571428571427,0.1818181818181818,0.9,0.0,0.0,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
319312,car-rally-racing-fun,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.03333333333333333,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
319313,secret-marble-templ-blast,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8857142857142861,0.8181818181818182,0.4,1.0,1.0,1.0,0.928571428571427,0.8571428571428541,0.6666666666666667,3,3
319314,jurassic-dino-park-hunting,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.36363636363636365,0.6,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
319315,sea-plane-skill-shoot,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.928571428571427,0.36363636363636365,0.6,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
319316,ball-duel-epic-2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999999999986,0.09090909090909091,0.4666666666666667,0.0,0.0,0.0,0.928571428571427,0.8571428571428541,1.0,3,3
319317,disc-golf-valley,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.928571428571427,0.1818181818181818,0.8666666666666667,0.0,0.0,0.0,0.928571428571427,0.8571428571428541,0.0,5,5
319318,excavator-crane-mission,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.5666666666666667,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
319319,real-tractor-pull-bus,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.5666666666666667,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
319320,motor-gunter-fight-racing-shooter,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8857142857142861,0.8181818181818182,0.5333333333333333,1.0,1.0,1.0,0.928571428571427,0.8571428571428541,0.6666666666666667,3,3
319321,world-bowling-master-sprots,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.8666666666666667,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.3333333333333333,3,3
319322,sniper-fps-aim-perfectly,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.928571428571427,0.5454545454545454,0.3,0.6666666666666667,0.5,1.0,0.928571428571427,0.8571428571428541,0.3333333333333333,3,3
319323,crazy-racing-moto-beat,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8999999999999986,0.0,0.3333333333333333,0.0,0.0,0.0,0.928571428571427,0.8571428571428541,1.0,3,3
319324,destroy-base-terrorists-missio,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.16666666666666669,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
319325,champoinship-world-racing,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.928571428571427,0.5454545454545454,0.8,0.6666666666666667,0.5,1.0,0.928571428571427,0.8571428571428541,0.3333333333333333,3,3
319326,godzilla-defense-force,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.928571428571427,0.36363636363636365,0.7333333333333333,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,4,4
319327,fresh-fruit-sky,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999999999986,0.1818181818181818,0.4666666666666667,0.0,0.0,0.0,0.928571428571427,0.8571428571428541,1.0,3,3
319328,speed-cyclist-impossible,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.928571428571427,0.5454545454545454,0.03333333333333333,0.6666666666666667,0.5,1.0,0.928571428571427,0.8571428571428541,0.3333333333333333,3,3
319330,classic-solitaire-card,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8857142857142861,0.9999999999999999,0.4,1.0,1.0,1.0,0.928571428571427,0.8571428571428541,0.6666666666666667,3,3
319331,bike-huge-jumps-tracks,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.4545454545454545,0.03333333333333333,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
319333,garden-fruit-modoka,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8857142857142861,0.9090909090909091,0.4666666666666667,1.0,1.0,1.0,0.928571428571427,0.8571428571428541,0.6666666666666667,3,3
319334,blocky-temple-endless-run,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.6363636363636364,0.16666666666666669,0.6666666666666667,0.5,1.0,0.928571428571427,0.8571428571428541,0.3333333333333333,3,3
319335,jam-banama-challenge,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999999999986,0.09090909090909091,0.3,0.0,0.0,0.0,0.928571428571427,0.8571428571428541,1.0,3,3
319336,assassinate-targets-shooter,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.928571428571427,0.6363636363636364,0.0,0.6666666666666667,0.5,1.0,0.928571428571427,0.8571428571428541,0.3333333333333333,3,3
319337,humanity-attack-alien,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.928571428571427,0.5454545454545454,0.5666666666666667,0.6666666666666667,0.5,1.0,0.928571428571427,0.8571428571428541,0.3333333333333333,3,3
319338,jungle-ancient-eggs-hunter,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999999999986,0.1818181818181818,0.5,0.0,0.0,0.0,0.928571428571427,0.8571428571428541,1.0,3,3
319339,toto-cookie-blast,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8857142857142861,0.9090909090909091,0.23333333333333334,1.0,1.0,1.0,0.928571428571427,0.8571428571428541,0.6666666666666667,3,3
319340,off-road-quad-bike-sim,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.928571428571427,0.36363636363636365,0.4666666666666667,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
319341,desert-battlefied-strike,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8857142857142861,0.9999999999999999,0.16666666666666669,1.0,1.0,1.0,0.928571428571427,0.8571428571428541,0.6666666666666667,3,3
319342,city-hunter-zombie-3d,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.09090909090909091,0.3333333333333333,0.0,0.0,0.0,0.928571428571427,0.8571428571428541,1.0,3,3
319343,nuclear-mission-commando,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8999999999999986,0.09090909090909091,0.06666666666666668,0.0,0.0,0.0,0.928571428571427,0.8571428571428541,1.0,3,3
319344,extreme-bus-driving-parking,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.928571428571427,0.1818181818181818,0.6333333333333333,0.0,0.0,0.0,0.928571428571427,0.8571428571428541,1.0,3,3
319345,taget-bow-game-apple-shooting,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8999999999999986,0.1818181818181818,0.16666666666666669,0.0,0.0,0.0,0.928571428571427,0.8571428571428541,1.0,3,3
319346,sport-car-driving-city-advent,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.928571428571427,0.36363636363636365,0.3666666666666667,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
319347,bottle-target-shooting,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928571428571427,0.2727272727272727,0.2,0.3333333333333333,0.0,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
319348,machine-shoot-run,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8857142857142861,0.9999999999999999,0.03333333333333333,1.0,1.0,1.0,0.928571428571427,0.8571428571428541,0.6666666666666667,3,3
319349,xtreme-bottle-shooter-pro,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.928571428571427,0.36363636363636365,0.4,0.3333333333333333,0.5,0.0,0.928571428571427,0.8571428571428541,0.0,3,3
